SNo,Rank,Allotted Quota,Allotted Institute,Course,Allotted Category,Candidate Category,Remarks
11006,31373,Employees State Insurance Scheme(ESI),"Employees State Insurance Corporation Medical College, Bangalore,ESIC Medical College and Hospital, Rajajinagar, Bengaluru-560010",MBBS,OBC,OBC,Allotted
11007,31387,All India,"LLRM Medical College, Meerut,LALA LAJPAT RAI MEMORIAL, MEDICAL COLLEGE, GARH ROAD, MEERUT",MBBS,SC,SC,Allotted
11008,31403,All India,"Lokmanya Tilak Municipal Medical College, Sion, Mumbai,Dr. Babasaheb Ambedkar Road, Sion, Mumbai",MBBS,SC,SC,Allotted
11009,31412,Employees State Insurance Scheme(ESI),"Employees State Insurance Corporation Medical College, Gulbarga,ESIC Medical College and Hospital, Sedam Road Gulbarga-585106 Karnataka",MBBS,Open,General,Allotted
11010,31430,Open Seat Quota,"IMS BHU Dental, Varanasi,Institute of Medical Sciences, Banaras Hindu University",BDS,EWS,EWS,Allotted
11011,31438,Employees State Insurance Scheme(ESI),"ESIC Medical College & PGIMSR, K.K Nagar, Chennai,ASHOK PILLAR ROAD, KK NAGAR, CHENNAI",MBBS,OBC,OBC,Allotted
11012,31443,All India,"NAIR HOSP DENTAL COLLEGE & HOSP,MUMBAI,Dr. A.L. Nair Road, Mumbai Central, Mumbai - 400 008",BDS,OBC,OBC,Allotted
11013,31457,All India,"Pt. B D Sharma Postgraduate Institute of Medical Sciences, Rohtak (Haryana),Pt. B.D. Sharma PGIMS, Rohtak",MBBS,SC,SC,Allotted
11014,31460,Employees State Insurance Scheme(ESI),"Employees State Insurance Coporation Medical College, Sanath Nagar, Hyderabad,Sanathnagar, Hyderabad",MBBS,OBC,OBC,Allotted
11015,31461,Delhi University Quota,"Maulana Azad Institute of Dental Sciences, New Delhi,MAMC Complex, B.S. Zafar Marg, New Delhi",BDS,Open,General,Allotted
11016,31463,All India,"Lokmanya Tilak Municipal Medical College, Sion, Mumbai,Dr. Babasaheb Ambedkar Road, Sion, Mumbai",MBBS,SC,SC,Allotted
11017,31480,Self-Financed Merit Seat,"Kasturba Medical College, Manipal,Madhav Nagar, Manipal, Karnataka State India",MBBS,Open,General,Allotted
11018,31482,All India,"GOVT. DENTAL COLLEGE, KOTTAYAM,Government Dental College, P.O.Gandhinagar Kottayam- 686008",BDS,Open,General,Allotted
11019,31485,All India,"GOVT DEN COLL DENTAL WING PATIALA,Govt.Dental College and Hospital,Patiala",BDS,Open,General,Allotted
11020,31494,All India,"Lokmanya Tilak Municipal Medical College, Sion, Mumbai,Dr. Babasaheb Ambedkar Road, Sion, Mumbai",MBBS,SC,SC,Allotted
11021,31546,Internal -Puducherry UT Domicile,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",MBBS,OBC,OBC,Allotted
11022,31561,Muslim OBC Quota,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi,Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg",BDS,OBC,OBC,Allotted
11023,31574,Delhi University Quota,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg New Delhi",MBBS,SC,SC,Allotted
11024,31625,Open Seat Quota,"IMS BHU Dental, Varanasi,Institute of Medical Sciences, Banaras Hindu University",BDS,OBC,OBC,Allotted
11025,31644,All India,"Nilratan Sircar Medical College, Kolkata,138 AJC Bose Road, Kolkata - 700014",MBBS,SC,SC,Allotted
11026,31646,Open Seat Quota,"AIIMS Rajkot,Admission cell, Academic section, First floor, Academic block, Permanent Campus, AIIMS Rajkot, Khand",MBBS,ST,ST,Allotted
11027,31662,All India,"ESIC Dental College and Hospital,ESIC Hospital, Sector 15, Rohini",BDS,Open,General,Allotted
11028,31684,All India,"Doon Medical College, Dehradun, Uttarakhand,Government Doon Medical College, Dehrakhas Patel Nagar, Dehradun 248001",MBBS,SC,SC,Allotted
11029,31690,All India,"GOVT. DENTAL COLLEGE, KOTTAYAM,Government Dental College, P.O.Gandhinagar Kottayam- 686008",BDS,Open,General,Allotted
11030,31700,All India,"Government Medical College, Surat,Out Side Majura Gate, New Civil Hospital Campus, Opp. Income Tax office, Surat - 395001",MBBS,SC,SC,Allotted
11031,31756,All India,"GDC,PT.BDS UNIV.OF HEALTH SCI,ROHTAK,Post Graduate Institute of Dental Sciences, Rohtak",BDS,Open,EWS,Allotted
11032,31762,All India,"Burdwan Dental College & Hospital, Burdwan,POWER HOUSE PARA, BURDWAN TOWN. PURBA BARDHAMAN. W.B- 713101",BDS,OBC,OBC,Allotted
11033,31768,Employees State Insurance Scheme(ESI),"Employees State Insurance Corporation Medical College, Gulbarga,ESIC Medical College and Hospital, Sedam Road Gulbarga-585106 Karnataka",MBBS,Open,General,Allotted
11034,31770,Employees State Insurance Scheme(ESI),"Government Medical College & ESIC Hospital, Coimbatore, TamilNadu,KAMARAJAR ROAD, VARADHARAJAPURAM, SINGANALLUR, COIMBATORE",MBBS,OBC,OBC,Allotted
11035,31792,All India,"RG Kar Medical College, Kolkata,R G Kar Medical College 1 Khudiram bose sarani, Kolkata",MBBS,SC,SC,Allotted
11036,31793,Open Seat Quota,"IMS BHU Dental, Varanasi,Institute of Medical Sciences, Banaras Hindu University",BDS,OBC,OBC,Allotted
11037,31803,All India,"Patna Medical College, Patna,ASHOK RAJPATH, PATNA",MBBS,SC,SC,Allotted
11038,31814,Self-Financed Merit Seat,"Kasturba Medical College, Manipal,Madhav Nagar, Manipal, Karnataka State India",MBBS,Open,General,Allotted
11039,31825,All India,"Government Medical College, Thiruvallur,BLOCK 1 MASTER PLAN COMPLEX, THIRUVALLUR COLLECTORATE, PERUMBAKKAM VILLAGE, THIRUVALLUR, TAMIL NADU",MBBS,SC,SC,Allotted
11040,31829,All India,"Government Medical College, Kadapa ( previously Rajiv Gandhi Institute of Medical Sciences, Kadapa),GOVERNMENT MEDICAL COLLEGE RIMS PUTLAMPALLI, YSR KADAPA DIST. G.M.C.,KADAPA.,A.P",MBBS,SC,SC,Allotted
11041,31836,Delhi University Quota,"Maulana Azad Institute of Dental Sciences, New Delhi,MAMC Complex, B.S. Zafar Marg, New Delhi",BDS,Open,OBC,Allotted
11042,31838,Self-Financed Merit Seat,"Kasturba Medical College, Manipal,Madhav Nagar, Manipal, Karnataka State India",MBBS,Open,OBC,Allotted
11043,31858,Employees State Insurance Scheme(ESI),"Employees State Insurance Corporation Medical College, Bangalore,ESIC Medical College and Hospital, Rajajinagar, Bengaluru-560010",MBBS,OBC,OBC,Allotted
11044,31873,Employees State Insurance Scheme(ESI),"Employees State Insurance Corporation Medical College, Joka, Kolkata,DIAMOND HARBOUR ROAD POST OFFICE JOKA KOLKATA 700104",MBBS,Open,EWS,Allotted
11045,31889,Delhi University Quota,"Maulana Azad Institute of Dental Sciences, New Delhi,MAMC Complex, B.S. Zafar Marg, New Delhi",BDS,Open,EWS,Allotted
11046,31915,Employees State Insurance Scheme(ESI),"Government Medical College & ESIC Hospital, Coimbatore, TamilNadu,KAMARAJAR ROAD, VARADHARAJAPURAM, SINGANALLUR, COIMBATORE",MBBS,OBC,OBC,Allotted
11047,31949,Open Seat Quota,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur",MBBS,ST,ST,Allotted
11048,31961,Self-Financed Merit Seat,"Mahatma Gandhi Missions Medical College, Navi Mumbai,MGM Medical College, Plot No. 1-2, Sector 1, Kamothe, Navi Mumbai - 410 209",MBBS,Open,General,Allotted
11049,31962,Employees State Insurance Scheme(ESI),"ESIC Medical College and Hospital, VARANASI,ESIC MEDICAL COLLEGE AND HOSPITAL, PANDEYPUR,VARANASI U. P. 221002",MBBS,OBC,OBC,Allotted
11050,31964,All India,"GDC,PT.BDS UNIV.OF HEALTH SCI,ROHTAK,Post Graduate Institute of Dental Sciences, Rohtak",BDS,OBC,OBC,Allotted
11051,32020,Self-Financed Merit Seat,"Kasturba Medical College, Manipal,Madhav Nagar, Manipal, Karnataka State India",MBBS,Open,General,Allotted
11052,32022,All India,"GOVT DEN COLL DENTAL WING PATIALA,Govt.Dental College and Hospital,Patiala",BDS,Open,General,Allotted
11053,32024,Self-Financed Merit Seat,"Symbiosis Medical College for Women, Pune,Gram Lavale Tal Mulshi Pune (Female Seat only )",MBBS,Open,OBC,Allotted
11054,32032,Open Seat Quota,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi,Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg",BDS,Open,General,Allotted
11055,32033,Employees State Insurance Scheme(ESI),"Employees State Insurance Corporation Medical College, Bangalore,ESIC Medical College and Hospital, Rajajinagar, Bengaluru-560010",MBBS,OBC,OBC,Allotted
11056,32072,Employees State Insurance Scheme(ESI),"ESIC MEDICAL COLLEGE AND HOSPITAL, ANDHERI,CENTRAL ROAD, MIDC, ANDHERI (EAST) MUMBAI",MBBS,Open,General,Allotted
11057,32090,Self-Financed Merit Seat,"Kasturba Medical College, Manipal,Madhav Nagar, Manipal, Karnataka State India",MBBS,Open,General,Allotted
11058,32124,Open Seat Quota,"IMS BHU Dental, Varanasi,Institute of Medical Sciences, Banaras Hindu University",BDS,OBC,OBC,Allotted
11059,32140,Delhi University Quota,"Maulana Azad Institute of Dental Sciences, New Delhi,MAMC Complex, B.S. Zafar Marg, New Delhi",BDS,OBC,OBC,Allotted
11060,32164,All India,"Goverment Dental College & Hospital, Jalgaon ,Plot No.H-08 09 05 MIDC Area Jalgaon",BDS,OBC,OBC,Allotted
11061,32181,Self-Financed Merit Seat,"Kasturba Medical College, Manipal,Madhav Nagar, Manipal, Karnataka State India",MBBS,Open,General,Allotted
11062,32198,All India,"H.B.T. Medical College & Dr. R.N. Cooper Municipal General Hospital, Juhu, Mumbai,JUHU, VILEPARLE WEST MUMBAI",MBBS,SC,SC,Allotted
11063,32203,All India,"Dental Institue, RIMS, Ranchi,Dental Institute, Rajendra Institute of Medical Sciences, Bariatu, Ranchi",BDS,Open,OBC,Allotted
11064,32222,B.Sc Nursing All India,"College of Nursing RAK CON, New Delhi,Rajkumari Amrit Kaur College of Nursing Lajpat Nagar IV Near Moolchand Metro Station (Female Seat only )",B.Sc. Nursing,Open,OBC,Allotted
11065,32227,Employees State Insurance Scheme(ESI),"Employees State Insurance Corporation Medical College, Joka, Kolkata,DIAMOND HARBOUR ROAD POST OFFICE JOKA KOLKATA 700104",MBBS,Open,General,Allotted
11066,32236,Open Seat Quota,"IMS BHU Dental, Varanasi,Institute of Medical Sciences, Banaras Hindu University",BDS,EWS,EWS,Allotted
11067,32237,IP University Quota,"ESIC Dental College and Hospital,ESIC Hospital, Sector 15, Rohini",BDS,Open,General,Allotted
11068,32242,Delhi University Quota,"Maulana Azad Institute of Dental Sciences, New Delhi,MAMC Complex, B.S. Zafar Marg, New Delhi",BDS,OBC,OBC,Allotted
11069,32260,Self-Financed Merit Seat,"Kasturba Medical College, Manipal,Madhav Nagar, Manipal, Karnataka State India",MBBS,Open,General,Allotted
11070,32268,All India,"RUHS College of Medical Sciences, Jaipur,RUHS COLLEGE OF MEDICAL SCIENCES, SECTOR -11, PRATAP NAGAR, SANGANER, JAIPUR 302033",MBBS,ST,ST,Allotted
11071,32274,All India,"ESIC Dental College and Hospital,ESIC Hospital, Sector 15, Rohini",BDS,Open,OBC,Allotted
11072,32277,Employees State Insurance Scheme(ESI),"Employees State Insurance Corporation Medical College, Bangalore,ESIC Medical College and Hospital, Rajajinagar, Bengaluru-560010",MBBS,EWS,EWS,Allotted
11073,32286,Employees State Insurance Scheme(ESI),"ESIC MEDICAL COLLEGE AND HOSPITAL, ANDHERI,CENTRAL ROAD, MIDC, ANDHERI (EAST) MUMBAI",MBBS,Open,General,Allotted
11074,32296,Open Seat Quota,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur",MBBS,ST,ST,Allotted
11075,32322,All India,"Osmania Medical College, Hyderabad,HYDERABAD",MBBS,SC,SC,Allotted
11076,32343,All India,"Shri Lal Bahadur Shastri Government Medical College, Mandi, HP,Mandi at Nerchowk PO Bhangrotu Tehsil Balh District Mandi",MBBS,SC,SC,Allotted
11077,32369,Open Seat Quota,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi,Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg",BDS,Open,General,Allotted
11078,32371,Open Seat Quota,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur",MBBS,ST,ST,Allotted
11079,32377,Employees State Insurance Scheme(ESI),"ESIC Medical College Ludhiana,ESI CO ORPORATION , BHARAT NAGAR CHOWK LUDHIANA",MBBS,OBC,OBC,Allotted
11080,32385,Self-Financed Merit Seat,"Kasturba Medical College, Manipal,Madhav Nagar, Manipal, Karnataka State India",MBBS,Open,General,Allotted
11081,32388,Delhi University Quota,"Maulana Azad Institute of Dental Sciences, New Delhi,MAMC Complex, B.S. Zafar Marg, New Delhi",BDS,OBC,OBC,Allotted
11082,32390,Internal -Puducherry UT Domicile,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",MBBS,OBC,OBC,Allotted
11083,32422,Employees State Insurance Scheme(ESI),"ESIC MEDICAL COLLEGE AND HOSPITAL, ANDHERI,CENTRAL ROAD, MIDC, ANDHERI (EAST) MUMBAI",MBBS,Open,General,Allotted
11084,32427,Employees State Insurance Scheme(ESI),"Employees State Insurance Corporation Medical College, Bangalore,ESIC Medical College and Hospital, Rajajinagar, Bengaluru-560010",MBBS,OBC,OBC,Allotted
11085,32433,All India,"Rajendra Institute of Medical Sciences, Ranchi,Director, Rajendra Institute of Medical Sciences, Bariatu, Ranchi",MBBS,SC,SC,Allotted
11086,32451,All India,"Lokmanya Tilak Municipal Medical College, Sion, Mumbai,Dr. Babasaheb Ambedkar Road, Sion, Mumbai",MBBS,SC,SC,Allotted
11087,32456,Muslim OBC Quota,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi,Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg",BDS,OBC,OBC,Allotted
11088,32458,Open Seat Quota,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi,Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg",BDS,Open,General,Allotted
11089,32472,Self-Financed Merit Seat,"Kasturba Medical College, Manipal,Madhav Nagar, Manipal, Karnataka State India",MBBS,Open,General,Allotted
11090,32474,Open Seat Quota,"Dr. Ziauddin Ahmed Dental College and Hospital,ALIGARH,ALIGARH MUSLIM UNIVERSITY, ALIGARH",BDS,Open,General,Allotted
11091,32477,Employees State Insurance Scheme(ESI),"Employees State Insurance Coporation Medical College, Sanath Nagar, Hyderabad,Sanathnagar, Hyderabad",MBBS,OBC,OBC,Allotted
11092,32484,Open Seat Quota,"IMS BHU Dental, Varanasi,Institute of Medical Sciences, Banaras Hindu University",BDS,OBC,OBC,Allotted
11093,32493,Open Seat Quota,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi,Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg",BDS,Open,OBC,Allotted
11094,32509,Open Seat Quota,"Dr. Ziauddin Ahmed Dental College and Hospital,ALIGARH,ALIGARH MUSLIM UNIVERSITY, ALIGARH",BDS,Open,General,Allotted
11095,32557,Self-Financed Merit Seat,"Kasturba Medical College, Manipal,Madhav Nagar, Manipal, Karnataka State India",MBBS,Open,OBC,Allotted
11096,32563,Open Seat Quota,"IMS BHU Dental, Varanasi,Institute of Medical Sciences, Banaras Hindu University",BDS,OBC,OBC,Allotted
11097,32564,All India,"GOVT. DENTAL COLLEGE, TRIVANDRUM,Govt Dental College Thiruvananthapuram Kerala",BDS,OBC,OBC,Allotted
11098,32569,Self-Financed Merit Seat,"Kasturba Medical College, Manipal,Madhav Nagar, Manipal, Karnataka State India",MBBS,Open,General,Allotted
11099,32584,Employees State Insurance Scheme(ESI),"ESIC Medical College and Hospital, VARANASI,ESIC MEDICAL COLLEGE AND HOSPITAL, PANDEYPUR,VARANASI U. P. 221002",MBBS,OBC,OBC,Allotted
11100,32639,Open Seat Quota,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur",MBBS,ST,ST,Allotted
11101,32654,All India,"GOVT. DENTAL COLL.& HOSP., JAMNAGAR,Opp. City Police Line, Navagam Ghed, Jamnagar",BDS,Open,OBC,Allotted
11102,32664,All India,"Burdwan Dental College & Hospital, Burdwan,POWER HOUSE PARA, BURDWAN TOWN. PURBA BARDHAMAN. W.B- 713101",BDS,OBC,OBC,Allotted
11103,32682,Open Seat Quota,"IMS BHU Dental, Varanasi,Institute of Medical Sciences, Banaras Hindu University",BDS,OBC,OBC,Allotted
11104,32690,Self-Financed Merit Seat,"Kasturba Medical College, Manipal,Madhav Nagar, Manipal, Karnataka State India",MBBS,Open,General,Allotted
11105,32712,All India,"RG Kar Medical College, Kolkata,R G Kar Medical College 1 Khudiram bose sarani, Kolkata",MBBS,SC,SC,Allotted
11106,32716,All India,"Government Medical College, Jammu,GOVERNMENT MEDICAL COLLEGE, BAKSHI NAGAR, JAMMU 180001",MBBS,SC,SC,Allotted
11107,32727,All India,"GSVM Medical College, Kanpur,G.S.V.M Medical College Kanpur Swaroop Nagar Kanpur U.P 208002",MBBS,SC,SC,Allotted
11108,32749,Employees State Insurance Scheme(ESI),"Employees State Insurance Corporation Medical College, Bangalore,ESIC Medical College and Hospital, Rajajinagar, Bengaluru-560010",MBBS,OBC,OBC,Allotted
11109,32762,Open Seat Quota,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi,Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg",BDS,Open,General,Allotted
11110,32767,All India,"Government Medical College, Surat,Out Side Majura Gate, New Civil Hospital Campus, Opp. Income Tax office, Surat - 395001",MBBS,SC,SC,Allotted
11111,32772,Employees State Insurance Scheme(ESI),"Employees State Insurance Corporation Medical College, Bangalore,ESIC Medical College and Hospital, Rajajinagar, Bengaluru-560010",MBBS,OBC,OBC,Allotted
11112,32782,All India,"Maharani Laxmi Bai Medical College, Jhansi,M.L.B. MEDICAL COLLEGE, KANPUR ROAD, JHANSI",MBBS,SC,SC,Allotted
11113,32795,Self-Financed Merit Seat,"Kasturba Medical College, Manipal,Madhav Nagar, Manipal, Karnataka State India",MBBS,Open,General,Allotted
11114,32817,Open Seat Quota,"IMS BHU Dental, Varanasi,Institute of Medical Sciences, Banaras Hindu University",BDS,OBC,OBC,Allotted
11115,32827,Open Seat Quota,"AIIMS Jammu,AIIMS, Vijaypur, Jammu, Jammu and Kashmir",MBBS,ST,ST,Allotted
11116,32866,B.Sc Nursing All India,"College of Nursing Safdarjung Hospital, New Delhi,VMMC and Safdarjung Hospital (Female Seat only )",B.Sc. Nursing,Open,OBC,Allotted
11117,32876,Delhi University Quota,"Maulana Azad Institute of Dental Sciences, New Delhi,MAMC Complex, B.S. Zafar Marg, New Delhi",BDS,OBC,OBC,Allotted
11118,32884,Open Seat Quota,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi,Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg",BDS,Open,General,Allotted
11119,32907,All India,"GOVT. DENTAL COLLEGE, TRIVANDRUM,Govt Dental College Thiruvananthapuram Kerala",BDS,OBC,OBC,Allotted
11120,32920,All India,"GOVT. DENTAL COLLEGE & HOSP.,NAGPUR,Government Dental College And Hospital GMC Campus Nagpur",BDS,Open,OBC,Allotted
11121,32927,Employees State Insurance Scheme(ESI),"ESIC Medical College and Hospital, VARANASI,ESIC MEDICAL COLLEGE AND HOSPITAL, PANDEYPUR,VARANASI U. P. 221002",MBBS,OBC,OBC,Allotted
11122,32933,All India,"Burdwan Medical College, Burdwan,BURDWAN MEDICAL COLLEGE, BABURBAG, POST- RAJBATI, DIST- PURBA BARDHAMAN, PIN-713104,WEST BENGAL",MBBS,SC,SC,Allotted
11123,32946,Open Seat Quota,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi,Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg",BDS,Open,OBC,Allotted
11124,32964,Self-Financed Merit Seat,"Kasturba Medical College, Manipal,Madhav Nagar, Manipal, Karnataka State India",MBBS,Open,General,Allotted
11125,32994,All India,"Rajah Muthiah Dental College and Hos. , Annamalai ,GOVT DENTAL COLLEGE AND HOSPITAL, CUDDALORE DT- CHIDAMBARAM Erstwhile Rajah Muthiah Dental College",BDS,EWS,EWS,Allotted
11126,33001,All India,"Government Dental College & Hospital, Srinagar,Shireen Bagh Karan Nagar Srinagar Jammu and Kashmir India, Jammu And Kashmir, 190010",BDS,OBC,OBC,Allotted
11127,33008,Open Seat Quota,"AIIMS, Kalyani,NH-34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal, India",MBBS,ST,ST,Allotted
11128,33010,All India,"Veer Surendra Sai Institute of Medical Sciences and Research, Burla,AYURVIHAR,BURLA, SAMBALPUR",MBBS,SC,SC,Allotted
11129,33014,Open Seat Quota,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi,Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg",BDS,Open,General,Allotted
11130,33025,IP University Quota,"ESIC Dental College and Hospital,ESIC Hospital, Sector 15, Rohini",BDS,Open,General,Allotted
11131,33027,All India,"DR. R. AHMED DENT.COLL & HOSP,KOLKATA,114 AJC BOSE ROAD",BDS,Open,OBC,Allotted
11132,33040,All India,"DR. R. AHMED DENT.COLL & HOSP,KOLKATA,114 AJC BOSE ROAD",BDS,Open,General,Allotted
11133,33056,All India,"Calcutta National Medical College, Kolkata,32, GORACHAND ROAD, PARK CIRCUS, KOLKATA - 700014",MBBS,SC,SC,Allotted
11134,33068,All India,"Patna Medical College, Patna,ASHOK RAJPATH, PATNA",MBBS,SC,SC,Allotted
11135,33071,Open Seat Quota,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi,Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg",BDS,Open,OBC,Allotted
